sample,transformed_min,transformed_max,voxel_min,voxel_max,h1_min,h1_max,l2_min,l2_max
1058,0.03924561655939083,6.975159551506084,0.03960661649082757,6.8190340109054866,-0.12785196656773176,4.553503711344002,0.13964242004390912,3.8487337147947285
1059,0.14675894685574617,16.9541516339162,0.14798386872997701,16.507648034381532,-0.9998206774508961,6.856675096116084,0.40402956949008184,14.239061085849231
1060,0.15652734930198078,12.636584192308996,0.16055950808054045,12.34082928514818,-0.6766275756125308,5.700247656616021,0.27811765430206314,4.849700897073587
1061,0.1470258542573016,6.075555568799118,0.15131322400949926,5.947898359085145,-0.14252492627059235,4.078074724630223,0.36324720626415663,3.1447185298140865
1062,0.03420284421101087,6.652842503439232,0.03702110711748796,6.4706807065209855,-0.5331667133893643,2.9205572473745676,0.07289344657991327,6.20762649399874
1063,0.13182824309400676,25.443721437143623,0.13467233982470078,24.30641849293238,-0.8949945689081888,10.086215481097897,0.36071367451420716,17.285701235585286
1064,0.09026218016635806,6.791466657107059,0.09076324778467416,6.417055407533506,-0.49387887368324657,5.700189688509167,0.1635796480328131,1.8493239004866844
1065,0.056402910581988236,10.00072965439962,0.05859959170559471,9.566083239629247,0.039472020505410335,3.8826358130977514,0.10431993519187654,7.289662882968515
1066,0.24098880924190885,22.80464137007212,0.2601218193646473,22.352461279445237,-0.8483969367825046,8.960924182125884,0.3572578014243433,10.5327017797934
1067,0.057347463094232685,18.47086983091668,0.061104760793047316,17.919905356026884,-0.8803337156056805,12.345497444959129,0.1102780515355616,11.788858840146816
1068,0.2340139419278574,7.991027610234505,0.24763540724058333,7.646028090009147,0.23843787850866371,3.428193169409229,0.5017611149360074,4.646982775205617
1069,0.07796995138885411,2.674182258168116,0.08098004297848653,2.5874428710932205,-0.3346600215425991,1.6554357403164803,0.08933592512994694,1.5825704189516858
1070,0.08981158032440059,8.200761462104062,0.09256286305617417,7.946035098510106,-0.5388443278992381,3.2362914917080556,0.14588688489693924,3.4483008214360615
1071,0.11238650454774758,7.450579764803396,0.11392722292603927,6.940462673364633,-1.3367451201610803,3.6282000558069822,0.19672530015433776,2.3458402989932226
1072,0.118327121223988,5.860245486973879,0.12198846863432342,5.668194547000113,-0.4388058779466473,2.7930937405940366,0.2156799632384917,3.2537067673196574
1073,0.17895742133286635,17.11478223525773,0.17928732195326122,15.693241079430925,-5.906606412519452,7.893307866612002,0.48022416785877636,7.801676039394486
1074,0.19328113582150605,5.934302177887726,0.19491587740806518,5.7019349373940456,-0.2191961276844927,3.1186052163018365,0.2203289139023126,2.90064446058945
1075,0.08306856689576823,14.167922489664862,0.08599480942722994,13.667298666131982,-0.3212146766077736,9.368951860201085,0.14161924726775127,10.73136674167014
1076,0.10660753936499374,4.636872987527923,0.11044616393854857,4.582775042384361,0.12630325398150954,2.227840801024212,0.2916256937569395,2.1279098491596726
1077,0.137732265470993,10.255184885180944,0.1384590235534955,9.869304581782258,-0.04932087537795356,6.11586099375122,0.2301985740393752,7.6349642151823645
1078,0.16462120408642025,19.069836687856423,0.1753296243619035,18.960490484207394,-0.4850467720601178,9.154146812054144,0.3246971524423554,6.572221352196507
1079,0.1751874588645981,15.220113714143245,0.17762159957051604,14.669443626898406,-1.4508074035710563,6.448282124696789,0.2755205741552638,7.636343584826797
1080,0.0943195119651993,5.219746482891675,0.09654704508857623,5.0408679196018396,-0.4258290350116602,4.404029085584003,0.19182009005870143,2.505026176188837
1081,0.17869828580364086,10.30212084848822,0.18410411742696786,9.701591869288544,-1.327365804930675,8.127561375781537,0.24480849062288007,7.7444641161733045
1082,0.07514394221491714,8.574010450167448,0.07857348742031471,8.371990700296958,0.1445976631944037,4.680859178032446,0.11844867396182544,5.903018922296301
1083,0.07060235666201907,6.473962434712763,0.07138868092750768,6.421818431164558,-0.8323794164608619,4.548073720299521,0.12433768272336321,1.7045462357961776
1084,0.0635801064364495,11.991757437237016,0.06624737856882705,11.694866541438772,-0.667796315009026,6.67020734423028,0.07588450088223343,11.59990420324313
1085,0.16485186847475722,19.640709278839786,0.17468382577386207,19.028370444301334,-0.9959451860349682,8.345046303653238,0.27781496865588673,9.001020337544443
1086,0.23149257580625254,5.724033272599839,0.24100281962397074,5.642221289619235,0.08492303210080294,5.469409378416893,0.2845618378681796,4.6329503418815605
1087,0.10243390853520674,9.923085895120378,0.10394486556152378,9.877329351779341,-0.5891137689193414,5.978718762368522,0.15709940584823281,3.607875045438762
1088,0.06906949842077395,5.791345799730671,0.07555230371617402,5.442164784413603,-0.283106406487491,2.714042863239438,0.20210445656256748,2.670981187490804
1089,0.18630853034390807,5.216633507729223,0.19113133413815042,4.990416655977193,-0.11528580659126018,3.8129496520218744,0.30340938848976606,3.881513584545362
